#,After Over Runs,Ball Number,Batsman Changed,Batsman Score,Deliveries Faced,Boundries,Extra Type,Innings,Is Free Hit,Runs Conceded,Outcome of Delivery,OutcomeCategory,Over Number,Partnership,Partnership Deliveries,PartnershipStage,Partneship Runs,Power Play,Previous Over Runs,Stage,Runs in the over,Wicket in the Same Over,Wickets,Gendar,Type,Outcome of Delivery - PLS,Batsman - Boundries - Cat,Batsman - Deliveries Faced - Cat,Batsman - Score - CAT,Batsman - Strike Rate,Batsman Strike Rate - Cat,Bolwer - Runs Conceded- Cat,Bowler - Economy,Bowler - Economy - Cat,Bowler - Wickets-Cat,Bowler Overs,Partnership Deliveries - Cat,Partnership Runs - Cat,Partnership Strike Rate,Partnership Strike Rate - Cat,Previous Over Runs - Cat,Runs in the Over - Cat
430,8,5,"",1,3,0,Wide,2,"",11,0,No Impact,8,4,5,Tailend,4,No,4,MiddleOvers,4,No,0,Male,Franchaise,0,Low,Low,Low,33.33333333,Low,Medium,5.5,Low,No Wickets,2,Low,Low,80,Low,Low,Low
431,,3,"",32,31,3,No,2,"",34,0,No Impact,20,9,12,MiddleOrder,35,No,13,EndOvers,22,No,0,Male,Franchaise,0,Medium,Medium,Middle,103.2258065,Medium,High,17,High,No Wickets,2,Low,Low,291.6666667,High,High,High
432,10,1,"",1,8,0,Wide,1,"",5,0,No Impact,5,3,7,Frontline,5,Yes,5,PowerPlay,2,No,1,Male,Franchaise,0,Low,Low,Low,12.5,Low,Low,1.666666667,Low,Low,3,Low,Low,71.42857143,Low,Low,Low
433,7,3,"",6,7,1,Wide,1,"",14,2,Medium Impact,12,5,18,Tailend,28,No,7,MiddleOvers,14,No,0,Male,Franchaise,2,Low,Low,Low,85.71428571,Low,Medium,14,High,No Wickets,1,Low,Low,155.5555556,Medium,Medium,High
434,21,3,"",1,1,0,Wide,1,"",28,4,High Impact,16,7,2,MiddleOrder,2,No,3,EndOvers,5,Yes,2,Male,Franchaise,4,Low,Low,Low,100,Low,Medium,7,Medium,Low,4,Low,Low,100,Low,Low,Low
435,10,3,"",59,38,9,Wide,1,"",17,4,High Impact,18,8,4,MiddleOrder,5,No,12,EndOvers,6,Yes,1,Male,Franchaise,4,High,Medium,High,155.2631579,Medium,Medium,5.666666667,Low,Low,3,Low,Low,125,Medium,High,Low
436,,5,"",78,45,12,No,1,"",37,6,High Impact,20,8,16,MiddleOrder,40,No,16,EndOvers,16,No,1,Male,Franchaise,6,High,High,High,173.3333333,Medium,High,9.25,Medium,Low,4,Low,Low,250,High,High,High
437,17,2,"",2,2,0,Wide,1,"",5,1,Less Impact,1,1,5,Frontline,5,Yes,,PowerPlay,5,No,0,Male,Franchaise,1,Low,Low,Low,100,Low,Low,5,Low,No Wickets,1,Low,Low,100,Low,,Low
438,10,1,"",10,7,2,Wide,1,"",16,1,Less Impact,2,1,11,Frontline,16,Yes,6,PowerPlay,16,No,0,Male,Franchaise,1,Medium,Low,Low,142.8571429,Medium,Medium,16,High,No Wickets,1,Low,Low,145.4545455,Medium,Low,High
439,15,6,Yes,48,29,6,No,1,Yes,6,1,Less Impact,7,1,41,Frontline,85,No,19,MiddleOvers,7,No,0,Male,Franchaise,1,High,Medium,Middle,165.5172414,Medium,Low,6,Low,No Wickets,1,Medium,High,207.3170732,High,High,Medium
440,8,1,"",4,3,1,Wide,1,"",28,0,No Impact,16,5,3,Tailend,4,No,14,EndOvers,6,Yes,3,Male,Franchaise,0,Low,Low,Low,133.3333333,Medium,Medium,7,Medium,,4,Low,Low,133.3333333,Medium,High,Low
441,18,4,"",27,10,6,Wide,2,"",20,0,No Impact,3,1,17,Frontline,38,Yes,18,PowerPlay,13,No,0,Male,Franchaise,0,High,Low,Middle,270,High,Medium,10,Medium,No Wickets,2,Low,Low,223.5294118,High,High,High
442,7,4,"",14,11,1,Wide,2,"",33,4,High Impact,5,1,29,Frontline,69,Yes,18,PowerPlay,13,No,0,Male,Franchaise,4,Low,Medium,Low,127.2727273,Medium,High,11,High,No Wickets,3,Low,Medium,237.9310345,High,High,High
443,14,4,"",3,2,0,Wide,2,"",25,1,Less Impact,14,6,3,Tailend,5,No,3,MiddleOvers,7,Yes,4,Male,Franchaise,1,Low,Low,Low,150,Medium,Medium,6.25,Medium,Middle,4,Low,Low,166.6666667,Medium,Low,Medium
444,4,1,"",0,1,0,Wide,1,"",20,0,No Impact,3,2,1,Frontline,0,Yes,9,PowerPlay,9,Yes,1,Male,Franchaise,0,Low,Low,Low,0,Low,Medium,10,Medium,Low,2,Low,Low,0,Low,Medium,Medium
445,4,4,"",33,27,7,Wide,1,"",9,2,Medium Impact,7,3,15,Frontline,24,No,10,MiddleOvers,9,No,0,Male,Franchaise,2,High,Medium,Middle,122.2222222,Medium,Low,9,Medium,No Wickets,1,Low,Low,160,Medium,Medium,Medium
446,6,4,"",13,9,3,No,2,"",8,0,No Impact,3,2,4,Frontline,8,Yes,8,PowerPlay,8,Yes,1,Male,Franchaise,0,Medium,Low,Low,144.4444444,Medium,Low,8,Medium,Low,1,Low,Low,200,High,Medium,Medium
447,5,2,"",1,2,0,No,2,"",16,4,High Impact,5,3,4,Frontline,9,Yes,6,PowerPlay,9,Yes,2,Male,Franchaise,4,Low,Low,Low,50,Low,Medium,8,Medium,Low,2,Low,Low,225,High,Low,Medium
448,10,1,"",20,14,2,Wide,2,"",15,1,Less Impact,11,4,29,Tailend,36,No,9,MiddleOvers,7,No,0,Male,Franchaise,1,Medium,Medium,Low,142.8571429,Medium,Medium,7.5,Medium,No Wickets,2,Low,Low,124.137931,Medium,Medium,Medium
449,20,6,"",44,39,4,Wide,2,"",17,1,Less Impact,15,5,9,Tailend,9,No,6,EndOvers,5,No,0,Male,Franchaise,1,Medium,Medium,Middle,112.8205128,Medium,Medium,5.666666667,Low,No Wickets,3,Low,Low,100,Low,Low,Low
450,14,5,"",17,8,2,Wide,2,"",38,4,High Impact,16,5,15,Tailend,29,No,5,EndOvers,16,No,0,Male,Franchaise,4,Medium,Low,Low,212.5,High,High,9.5,Medium,No Wickets,4,Low,Low,193.3333333,High,Low,High
451,2,2,"",28,14,4,Wide,2,"",37,1,Less Impact,18,5,27,Tailend,59,No,14,EndOvers,9,No,1,Male,Franchaise,1,Medium,Medium,Middle,200,High,High,9.25,Medium,Low,4,Low,Medium,218.5185185,High,High,Medium
452,7,1,"",2,4,0,Wide,1,"",14,4,High Impact,5,3,7,Frontline,10,Yes,6,PowerPlay,5,No,1,Male,International,4,Low,Low,Low,50,Low,Medium,7,Medium,Low,2,Low,Low,142.8571429,Medium,Low,Low
453,7,1,"",25,20,3,Wide,1,"",10,1,Less Impact,8,3,25,Frontline,37,No,9,MiddleOvers,10,No,0,Male,International,1,Medium,Medium,Middle,125,Medium,Low,10,Medium,No Wickets,1,Low,Low,148,Medium,Medium,Medium
454,2,1,"",37,24,5,Wide,1,"",22,0,No Impact,12,4,3,Tailend,7,No,6,MiddleOvers,9,Yes,2,Male,International,0,Medium,Medium,Middle,154.1666667,Medium,Medium,7.333333333,Medium,Low,3,Low,Low,233.3333333,High,Low,Medium
455,3,2,"",0,1,0,Wide,1,"",20,0,No Impact,17,7,1,MiddleOrder,0,No,8,EndOvers,9,Yes,1,Male,International,0,Low,Low,Low,0,Low,Medium,10,Medium,Low,2,Low,Low,0,Low,Medium,Medium
456,6,3,"",18,14,2,Wide,2,"",6,4,High Impact,7,2,21,Frontline,31,No,14,MiddleOvers,6,No,0,Male,International,4,Medium,Medium,Low,128.5714286,Medium,Low,6,Low,No Wickets,1,Low,Low,147.6190476,Medium,High,Low
457,3,6,"",51,31,6,Wide,2,"",20,1,Less Impact,12,2,51,Frontline,77,No,4,MiddleOvers,10,No,0,Male,International,1,High,Medium,High,164.516129,Medium,Medium,10,Medium,No Wickets,2,High,High,150.9803922,Medium,Low,Medium
458,9,2,"",5,5,1,Wide,1,"",5,0,No Impact,1,1,5,Frontline,7,Yes,,PowerPlay,7,No,0,Male,Franchaise,0,Low,Low,Low,100,Low,Low,5,Low,No Wickets,1,Low,Low,140,Medium,,Medium
459,11,6,"",26,14,5,Wide,1,"",24,4,High Impact,4,1,23,Frontline,41,Yes,10,PowerPlay,15,No,0,Male,Franchaise,4,Medium,Medium,Middle,185.7142857,High,Medium,12,High,No Wickets,2,Low,Medium,178.2608696,High,Medium,High
460,7,4,"",13,11,2,Wide,1,"",11,0,No Impact,5,1,29,Frontline,56,Yes,19,PowerPlay,11,No,0,Male,Franchaise,0,Medium,Medium,Low,118.1818182,Medium,Medium,11,High,No Wickets,1,Low,Medium,193.1034483,High,High,High
461,16,6,"",14,9,2,Wide,1,"",37,2,Medium Impact,13,2,16,Frontline,30,No,18,MiddleOvers,9,No,0,Male,Franchaise,2,Medium,Low,Low,155.5555556,Medium,High,12.33333333,High,No Wickets,3,Low,Low,187.5,High,High,Medium
462,6,4,"",63,43,9,Wide,1,"",50,0,No Impact,16,3,1,Frontline,1,No,12,EndOvers,7,Yes,1,Male,Franchaise,0,High,High,High,146.5116279,Medium,High,12.5,High,Low,4,Low,Low,100,Low,High,Medium
463,10,2,"",31,15,4,Wide,1,"",45,2,Medium Impact,19,7,23,MiddleOrder,56,No,19,EndOvers,16,No,2,Male,Franchaise,2,Medium,Medium,Middle,206.6666667,High,High,11.25,High,Low,4,Low,Medium,243.4782609,High,High,High
464,3,3,"",4,5,1,Wide,1,"",9,0,No Impact,1,1,5,Frontline,9,Yes,,PowerPlay,9,No,0,Male,Franchaise,0,Low,Low,Low,80,Low,Low,9,Medium,No Wickets,1,Low,Low,180,High,,Medium
465,0,6,"",13,12,3,Wide,1,"",19,0,No Impact,3,1,17,Frontline,26,Yes,3,PowerPlay,14,No,0,Male,Franchaise,0,Medium,Medium,Low,108.3333333,Medium,Medium,9.5,Medium,No Wickets,2,Low,Low,152.9411765,Medium,Low,High
466,11,6,Y,15,7,3,No,1,Yes,24,6,High Impact,13,6,8,Tailend,18,No,7,MiddleOvers,13,No,0,Male,Franchaise,6,Medium,Low,Low,214.2857143,High,Medium,12,High,No Wickets,2,Low,Low,225,High,Medium,High
467,13,6,"",20,20,1,Wide,1,"",15,1,Less Impact,16,6,26,Tailend,58,No,16,EndOvers,6,No,2,Male,Franchaise,1,Low,Medium,Low,100,Low,Medium,3.75,Low,Low,4,Low,Medium,223.0769231,High,High,Low
468,12,4,"",46,32,5,Wide,1,"",38,W,Negative,19,6,44,Tailend,95,No,15,EndOvers,17,No,0,Male,Franchaise,-1,Medium,Medium,Middle,143.75,Medium,High,12.66666667,High,No Wickets,3,Medium,High,215.9090909,High,High,High
469,9,5,"",0,0,0,Wide,2,"",11,0,No Impact,13,9,0,MiddleOrder,0,No,6,MiddleOvers,2,Yes,2,Male,Franchaise,0,Low,Low,Low,NaN,Low,Medium,5.5,Low,Low,2,Low,Low,NaN,Low,Low,Low
470,9,6,"",14,12,1,Wide,1,"",13,0,No Impact,4,2,6,Frontline,3,Yes,6,PowerPlay,3,No,0,Male,Franchaise,0,Low,Medium,Low,116.6666667,Medium,Medium,6.5,Medium,No Wickets,2,Low,Low,50,Low,Low,Low
471,7,1,"",22,28,2,Wide,1,"",16,0,No Impact,14,5,29,Tailend,21,No,3,MiddleOvers,4,No,1,Male,Franchaise,0,Medium,Medium,Middle,78.57142857,Low,Medium,4,Low,Low,4,Low,Low,72.4137931,Low,Low,Low
472,11,4,"",1,3,0,Wide,2,"",13,2,Medium Impact,1,1,5,Frontline,11,Yes,,PowerPlay,11,No,0,Male,Franchaise,2,Low,Low,Low,33.33333333,Low,Medium,13,High,No Wickets,1,Low,Low,220,High,,High
473,6,4,"",1,1,0,Wide,2,"",8,1,Less Impact,5,2,2,Frontline,3,Yes,6,PowerPlay,4,Yes,1,Male,Franchaise,1,Low,Low,Low,100,Low,Low,4,Low,Low,2,Low,Low,150,Medium,Low,Low
474,9,4,"",21,14,3,Wide,2,"",7,2,Medium Impact,10,3,23,Frontline,29,No,9,MiddleOvers,8,No,0,Male,Franchaise,2,Medium,Medium,Middle,150,Medium,Low,7,Medium,No Wickets,1,Low,Low,126.0869565,Medium,Medium,Medium
475,5,5,"",27,18,4,Wide,2,"",8,1,Less Impact,11,3,29,Frontline,37,No,10,MiddleOvers,8,No,0,Male,Franchaise,1,Medium,Medium,Middle,150,Medium,Low,8,Medium,No Wickets,1,Low,Low,127.5862069,Medium,Medium,Medium
476,5,3,"",4,3,1,Wide,2,"",22,0,No Impact,13,4,3,Tailend,9,No,5,MiddleOvers,13,Yes,1,Male,Franchaise,0,Low,Low,Low,133.3333333,Medium,Medium,11,High,Low,2,Low,Low,300,High,Low,High
477,10,3,"",17,2,3,Wide,1,"",13,6,High Impact,5,1,29,Frontline,32,Yes,9,PowerPlay,7,No,0,Male,International,6,Medium,Low,Low,850,High,Medium,6.5,Medium,No Wickets,2,Low,Low,110.3448276,Medium,Medium,Medium
478,8,6,"",16,11,3,Wide,1,"",19,1,Less Impact,6,1,35,Frontline,47,Yes,13,PowerPlay,9,No,0,Male,International,1,Medium,Medium,Low,145.4545455,Medium,Medium,9.5,Medium,No Wickets,2,Medium,Medium,134.2857143,Medium,High,Medium
479,10,1,"",18,15,3,Wide,1,"",7,1,Less Impact,7,1,41,Frontline,55,No,10,MiddleOvers,7,No,0,Male,International,1,Medium,Medium,Low,120,Medium,Low,7,Medium,No Wickets,1,Medium,Medium,134.1463415,Medium,Medium,Medium
480,18,6,"",49,35,7,Wide,1,"",19,6,High Impact,11,2,8,Frontline,8,No,3,MiddleOvers,5,No,0,Male,International,6,High,Medium,Middle,140,Medium,Medium,6.333333333,Medium,No Wickets,3,Low,Low,100,Low,Low,Low
481,10,5,"",0,0,0,Wide,1,"",20,2,Medium Impact,17,4,0,Tailend,0,No,13,EndOvers,10,Yes,0,Male,International,2,Low,Low,Low,NaN,Low,Medium,10,Medium,No Wickets,2,Low,Low,NaN,Low,High,Medium
482,3,2,"",15,7,2,Wide,1,"",30,W,Negative,19,5,9,Tailend,17,No,10,EndOvers,11,No,0,Male,International,-1,Medium,Low,Low,214.2857143,High,Medium,7.5,Medium,No Wickets,4,Low,Low,188.8888889,High,Medium,High
483,7,5,"",38,16,6,Wide,2,"",20,1,Less Impact,6,2,3,Frontline,4,Yes,9,PowerPlay,10,Yes,1,Male,International,1,High,Medium,Middle,237.5,High,Medium,10,Medium,Low,2,Low,Low,133.3333333,Medium,Medium,Medium
484,4,2,"",0,0,0,Wide,1,"",4,0,No Impact,14,4,0,Tailend,0,No,10,MiddleOvers,4,Yes,1,Male,Franchaise,0,Low,Low,Low,NaN,Low,Low,4,Low,Low,1,Low,Low,NaN,Low,Medium,Low
485,11,1,"",14,10,2,No,1,"",17,1,Less Impact,17,4,18,Tailend,30,No,13,EndOvers,13,No,1,Male,Franchaise,1,Medium,Low,Low,140,Medium,Medium,8.5,Medium,Low,2,Low,Low,166.6666667,Medium,High,High
486,9,1,"",4,5,1,Wide,2,"",5,0,No Impact,2,3,7,Frontline,5,Yes,0,PowerPlay,5,No,0,Male,Franchaise,0,Low,Low,Low,80,Low,Low,5,Low,No Wickets,1,Low,Low,71.42857143,Low,Low,Low
487,6,6,"",8,9,1,Wide,2,"",7,4,High Impact,5,3,25,Frontline,28,Yes,7,PowerPlay,7,No,0,Male,Franchaise,4,Low,Low,Low,88.88888889,Low,Low,7,Medium,No Wickets,1,Low,Low,112,Medium,Medium,Medium
488,4,2,"",0,2,0,Wide,2,"",11,2,Medium Impact,6,4,1,Tailend,0,Yes,11,PowerPlay,4,Yes,1,Male,Franchaise,2,Low,Low,Low,0,Low,Medium,5.5,Low,Low,2,Low,Low,0,Low,High,Low
489,10,4,"",36,32,5,Wide,2,"",17,2,Medium Impact,11,4,32,Tailend,45,No,7,MiddleOvers,13,No,0,Male,Franchaise,2,Medium,Medium,Middle,112.5,Medium,Medium,8.5,Medium,No Wickets,2,Medium,Medium,140.625,Medium,Medium,High
490,5,5,"",0,0,0,Wide,2,"",23,2,Medium Impact,15,6,0,Tailend,0,No,6,EndOvers,5,Yes,1,Male,Franchaise,2,Low,Low,Low,NaN,Low,Medium,7.666666667,Medium,Low,3,Low,Low,NaN,Low,Low,Low
491,8,5,"",1,4,0,No,2,"",10,1,Less Impact,17,7,8,MiddleOrder,10,No,5,EndOvers,10,No,0,Male,Franchaise,1,Low,Low,Low,25,Low,Low,10,Medium,No Wickets,1,Low,Low,125,Medium,Low,Medium
492,14,2,"",13,8,3,Wide,1,"",5,0,No Impact,2,1,11,Frontline,16,Yes,10,PowerPlay,6,No,0,Male,Franchaise,0,Medium,Low,Low,162.5,Medium,Low,5,Low,No Wickets,1,Low,Low,145.4545455,Medium,Medium,Low
493,,2,"",18,12,3,Wide,1,"",28,0,No Impact,20,9,17,MiddleOrder,26,No,6,EndOvers,16,No,0,Male,Franchaise,0,Medium,Medium,Low,150,Medium,Medium,7,Medium,No Wickets,4,Low,Low,152.9411765,Medium,Low,High
494,13,5,"",4,8,0,Wide,2,"",11,1,Less Impact,5,2,25,Frontline,54,Yes,23,PowerPlay,10,No,0,Male,Franchaise,1,Low,Low,Low,50,Low,Medium,11,High,No Wickets,1,Low,Medium,216,High,High,Medium
495,6,2,"",39,35,3,Wide,2,"",23,1,Less Impact,18,4,21,Tailend,26,No,5,EndOvers,12,No,1,Male,Franchaise,1,Medium,Medium,Middle,111.4285714,Medium,Medium,7.666666667,Medium,Low,3,Low,Low,123.8095238,Medium,Low,High
496,7,5,"",4,4,0,Wide,1,"",8,4,High Impact,2,1,11,Frontline,13,Yes,4,PowerPlay,9,No,0,Male,Franchaise,4,Low,Low,Low,100,Low,Low,8,Medium,No Wickets,1,Low,Low,118.1818182,Medium,Low,Medium
497,7,5,"",11,11,2,Wide,1,"",10,0,No Impact,3,1,17,Frontline,24,Yes,13,PowerPlay,7,No,0,Male,Franchaise,0,Medium,Medium,Low,100,Low,Low,5,Low,No Wickets,2,Low,Low,141.1764706,Medium,High,Medium
498,7,5,"",10,8,1,Wide,1,"",6,0,No Impact,4,1,23,Frontline,31,Yes,7,PowerPlay,4,No,0,Male,Franchaise,0,Low,Low,Low,125,Medium,Low,6,Low,No Wickets,1,Low,Low,134.7826087,Medium,Medium,Low
499,16,3,"",4,3,1,Wide,1,"",7,0,No Impact,5,2,3,Frontline,5,Yes,7,PowerPlay,7,Yes,1,Male,Franchaise,0,Low,Low,Low,133.3333333,Medium,Low,7,Medium,Low,1,Low,Low,166.6666667,Medium,Medium,Medium
500,8,4,"",19,13,3,Wide,1,"",15,1,Less Impact,6,2,9,Frontline,20,Yes,7,PowerPlay,15,No,0,Male,Franchaise,1,Medium,Medium,Low,146.1538462,Medium,Medium,15,High,No Wickets,1,Low,Low,222.2222222,High,Medium,High
501,3,3,"",21,15,3,Wide,1,"",14,1,Less Impact,10,2,33,Frontline,54,No,11,MiddleOvers,8,No,0,Male,Franchaise,1,Medium,Medium,Middle,140,Medium,Medium,7,Medium,No Wickets,2,Medium,Medium,163.6363636,Medium,High,Medium
502,20,1,"",39,18,5,No,1,"",34,6,High Impact,19,5,8,Tailend,25,No,8,EndOvers,19,No,0,Male,Franchaise,6,Medium,Medium,Middle,216.6666667,High,High,8.5,Medium,No Wickets,4,Low,Low,312.5,High,Medium,High
503,8,1,"",4,3,1,Wide,1,"",5,0,No Impact,2,3,3,Frontline,4,Yes,9,PowerPlay,5,Yes,1,Male,Franchaise,0,Low,Low,Low,133.3333333,Medium,Low,5,Low,Low,1,Low,Low,133.3333333,Medium,Medium,Low
504,3,1,"",0,0,0,Wide,1,"",9,4,High Impact,10,6,0,Tailend,0,No,6,MiddleOvers,5,Yes,1,Male,Franchaise,4,Low,Low,Low,NaN,Low,Low,9,Medium,Low,1,Low,Low,NaN,Low,Low,Low
505,17,6,"",65,48,11,Wide,1,"",24,1,Less Impact,17,10,11,MiddleOrder,20,No,13,EndOvers,7,No,1,Male,Franchaise,1,High,High,High,135.4166667,Medium,Medium,8,Medium,Low,3,Low,Low,181.8181818,High,High,Medium
506,6,3,"",73,36,11,Wide,2,"",25,6,High Impact,15,4,9,Tailend,15,No,4,EndOvers,11,No,1,Male,Franchaise,6,High,Medium,High,202.7777778,High,Medium,8.333333333,Medium,Low,3,Low,Low,166.6666667,Medium,Low,High
507,6,4,"",44,28,7,Wide,1,"",5,1,Less Impact,7,1,41,Frontline,61,No,14,MiddleOvers,5,No,0,Male,Franchaise,1,High,Medium,Middle,157.1428571,Medium,Low,5,Low,No Wickets,1,Medium,Medium,148.7804878,Medium,High,Low
508,14,1,"",53,36,6,Wide,1,"",23,0,No Impact,16,2,26,Frontline,50,No,20,EndOvers,9,No,0,Male,Franchaise,0,High,Medium,High,147.2222222,Medium,Medium,7.666666667,Medium,No Wickets,3,Low,Medium,192.3076923,High,High,Medium
509,20,6,"",67,41,8,Wide,1,"",23,4,High Impact,18,2,38,Frontline,83,No,14,EndOvers,19,No,0,Male,Franchaise,4,High,High,High,163.4146341,Medium,Medium,11.5,High,No Wickets,2,Medium,High,218.4210526,High,High,High
510,,4,"",0,0,0,Wide,1,"",31,1,Less Impact,20,3,0,Frontline,0,No,21,EndOvers,9,Yes,1,Male,Franchaise,1,Low,Low,Low,NaN,Low,High,7.75,Medium,Low,4,Low,Low,NaN,Low,High,Medium
511,5,2,"",0,2,0,Wide,2,"",1,4,High Impact,1,2,2,Frontline,0,Yes,,PowerPlay,1,Yes,1,Male,Franchaise,4,Low,Low,Low,0,Low,Low,1,Low,Low,1,Low,Low,0,Low,,Low
512,7,4,"",0,1,0,Wide,2,"",7,W,Negative,4,3,1,Frontline,0,Yes,6,PowerPlay,7,Yes,1,Male,Franchaise,-1,Low,Low,Low,0,Low,Low,7,Medium,Low,1,Low,Low,0,Low,Low,Medium
513,11,2,"",0,1,0,Wide,2,"",24,6,High Impact,11,5,1,Tailend,0,No,15,MiddleOvers,8,Yes,1,Male,Franchaise,6,Low,Low,Low,0,Low,Medium,12,High,Low,2,Low,Low,0,Low,High,Medium
514,4,5,"",56,17,10,Wide,2,"",26,6,High Impact,16,6,28,Tailend,74,No,17,EndOvers,7,No,2,Male,Franchaise,6,High,Medium,High,329.4117647,High,Medium,6.5,Medium,Low,4,Low,Medium,264.2857143,High,High,Medium
515,9,5,"",22,17,3,Wide,2,"",22,W,Negative,17,6,34,Tailend,84,No,14,EndOvers,4,No,3,Male,Franchaise,-1,Medium,Medium,Middle,129.4117647,Medium,Medium,5.5,Low,,4,Medium,High,247.0588235,High,High,Low
516,10,4,"",6,3,1,Wide,1,"",8,4,High Impact,2,1,11,Frontline,15,Yes,7,PowerPlay,8,No,0,Male,Franchaise,4,Low,Low,Low,200,High,Low,8,Medium,No Wickets,1,Low,Low,136.3636364,Medium,Medium,Medium
517,13,1,"",6,4,1,Wide,1,"",7,0,No Impact,14,6,8,Tailend,12,No,8,MiddleOvers,7,No,0,Male,Franchaise,0,Low,Low,Low,150,Medium,Low,7,Medium,No Wickets,1,Low,Low,150,Medium,Medium,Medium
518,15,6,"",27,13,5,Wide,1,"",29,1,Less Impact,16,6,20,Tailend,40,No,13,EndOvers,12,No,0,Male,Franchaise,1,Medium,Medium,Middle,207.6923077,High,Medium,9.66666667,Medium,No Wickets,3,Low,Low,200,High,High,High
519,1,5,"",53,23,9,No,1,"",27,1,Less Impact,18,6,32,Tailend,69,No,15,EndOvers,13,No,1,Male,Franchaise,1,High,Medium,High,230.4347826,High,Medium,9,Medium,Low,3,Medium,Medium,215.625,High,High,High
520,10,6,"",19,11,4,Wide,2,"",3,4,High Impact,4,1,23,Frontline,45,Yes,15,PowerPlay,3,No,0,Male,Franchaise,4,Medium,Medium,Low,172.7272727,Medium,Low,3,Low,No Wickets,1,Low,Medium,195.6521739,High,High,Low
521,14,1,"",12,11,1,Wide,2,"",15,0,No Impact,11,2,20,Frontline,27,No,9,MiddleOvers,7,No,0,Male,Franchaise,0,Low,Medium,Low,109.0909091,Medium,Medium,5,Low,No Wickets,3,Low,Low,135,Medium,Medium,Medium
522,2,5,"",1,3,0,Wide,1,"",6,1,Less Impact,10,4,6,Tailend,6,No,2,MiddleOvers,6,No,0,Male,Franchaise,1,Low,Low,Low,33.33333333,Low,Low,6,Low,No Wickets,1,Low,Low,100,Low,Low,Low
523,9,2,"",43,27,4,Wide,1,"",20,1,Less Impact,13,4,24,Tailend,21,No,7,MiddleOvers,5,No,2,Male,Franchaise,1,Medium,Medium,Middle,159.2592593,Medium,Medium,5,Low,Low,4,Low,Low,87.5,Low,Medium,Low
524,6,6,"",20,21,3,Wide,1,"",30,W,Negative,15,4,36,Tailend,47,No,9,EndOvers,16,No,1,Male,Franchaise,-1,Medium,Medium,Low,95.23809524,Low,Medium,10,Medium,Low,3,Medium,Medium,130.5555556,Medium,Medium,High
525,10,6,"",11,10,1,Wide,1,"",25,4,High Impact,18,6,9,Tailend,11,No,3,EndOvers,9,No,1,Male,Franchaise,4,Low,Low,Low,110,Medium,Medium,8.333333333,Medium,Low,3,Low,Low,122.2222222,Medium,Low,Medium
526,4,6,"",33,26,5,Wide,2,"",22,2,Medium Impact,9,2,39,Frontline,64,No,9,MiddleOvers,13,No,0,Male,Franchaise,2,Medium,Medium,Middle,126.9230769,Medium,Medium,11,High,No Wickets,2,Medium,Medium,164.1025641,Medium,Medium,High
527,4,4,"",50,37,6,Wide,2,"",22,W,Negative,15,6,4,Tailend,10,No,5,EndOvers,10,Yes,1,Male,Franchaise,-1,High,Medium,Middle,135.1351351,Medium,Medium,7.333333333,Medium,Low,3,Low,Low,250,High,Low,Medium
528,17,4,"",18,13,2,Wide,2,"",31,6,High Impact,19,7,23,MiddleOrder,36,No,14,EndOvers,13,No,0,Male,Franchaise,6,Medium,Medium,Low,138.4615385,Medium,High,10.33333333,High,No Wickets,3,Low,Low,156.5217391,Medium,High,High
529,3,3,"",18,9,4,Wide,1,"",19,0,No Impact,3,2,15,Frontline,27,Yes,8,PowerPlay,11,No,1,Male,Franchaise,0,Medium,Low,Low,200,High,Medium,9.5,Medium,Low,2,Low,Low,180,High,Medium,High
530,12,1,"",18,12,4,Wide,1,"",10,1,Less Impact,4,3,3,Frontline,1,Yes,11,PowerPlay,3,Yes,1,Male,Franchaise,1,Medium,Medium,Low,150,Medium,Low,5,Low,Low,2,Low,Low,33.33333333,Low,High,Low
531,7,2,"",2,3,0,Wide,1,"",19,1,Less Impact,6,3,15,Frontline,22,Yes,12,PowerPlay,9,No,1,Male,Franchaise,1,Low,Low,Low,66.66666667,Low,Medium,6.333333333,Medium,Low,3,Low,Low,146.6666667,Medium,High,Medium
532,6,4,"",15,15,3,Wide,1,"",20,0,No Impact,10,4,19,Tailend,20,No,8,MiddleOvers,4,No,0,Male,Franchaise,0,Medium,Medium,Low,100,Low,Medium,6.666666667,Medium,No Wickets,3,Low,Low,105.2631579,Medium,Medium,Low
533,,4,"",1,1,0,Wide,1,"",31,W,Negative,20,8,1,MiddleOrder,1,No,6,EndOvers,5,Yes,1,Male,Franchaise,-1,Low,Low,Low,100,Low,High,7.75,Medium,Low,4,Low,Low,100,Low,Low,Low
534,15,5,"",18,7,4,Wide,1,"",13,0,No Impact,2,1,11,Frontline,28,Yes,14,PowerPlay,14,No,0,Male,Franchaise,0,Medium,Low,Low,257.1428571,High,Medium,13,High,No Wickets,1,Low,Low,254.5454545,High,High,High
535,8,4,"",9,3,2,Wide,1,"",11,W,Negative,5,2,4,Frontline,12,Yes,3,PowerPlay,11,Yes,1,Male,Franchaise,-1,Medium,Low,Low,300,High,Medium,11,High,Low,1,Low,Low,300,High,Low,High
536,10,3,"",1,1,0,Wide,1,"",8,0,No Impact,6,3,5,Frontline,8,Yes,11,PowerPlay,8,No,0,Male,Franchaise,0,Low,Low,Low,100,Low,Low,8,Medium,No Wickets,1,Low,Low,160,Medium,High,Medium
